obs_id,file_path,class_name,class_idx
Russian_0.jpg,C:/Users/condo/OneDrive/Documents/Engineers_for_Ukraine/flag_recognition_deepl/Flags/Russian_Flag\Russian_0.jpg,Russian_Flag,0
Russian_1.jpg,C:/Users/condo/OneDrive/Documents/Engineers_for_Ukraine/flag_recognition_deepl/Flags/Russian_Flag\Russian_1.jpg,Russian_Flag,0
Russian_10.jpg,C:/Users/condo/OneDrive/Documents/Engineers_for_Ukraine/flag_recognition_deepl/Flags/Russian_Flag\Russian_10.jpg,Russian_Flag,0
Russian_11.jpg,C:/Users/condo/OneDrive/Documents/Engineers_for_Ukraine/flag_recognition_deepl/Flags/Russian_Flag\Russian_11.jpg,Russian_Flag,0
Russian_12.jpg,C:/Users/condo/OneDrive/Documents/Engineers_for_Ukraine/flag_recognition_deepl/Flags/Russian_Flag\Russian_12.jpg,Russian_Flag,0
Russian_13.jpg,C:/Users/condo/OneDrive/Documents/Engineers_for_Ukraine/flag_recognition_deepl/Flags/Russian_Flag\Russian_13.jpg,Russian_Flag,0
Russian_14.jpg,C:/Users/condo/OneDrive/Documents/Engineers_for_Ukraine/flag_recognition_deepl/Flags/Russian_Flag\Russian_14.jpg,Russian_Flag,0
Russian_15.jpg,C:/Users/condo/OneDrive/Documents/Engineers_for_Ukraine/flag_recognition_deepl/Flags/Russian_Flag\Russian_15.jpg,Russian_Flag,0
Russian_16.jpg,C:/Users/condo/OneDrive/Documents/Engineers_for_Ukraine/flag_recognition_deepl/Flags/Russian_Flag\Russian_16.jpg,Russian_Flag,0
Russian_17.jpg,C:/Users/condo/OneDrive/Documents/Engineers_for_Ukraine/flag_recognition_deepl/Flags/Russian_Flag\Russian_17.jpg,Russian_Flag,0
Russian_18.jpg,C:/Users/condo/OneDrive/Documents/Engineers_for_Ukraine/flag_recognition_deepl/Flags/Russian_Flag\Russian_18.jpg,Russian_Flag,0
Russian_19.jpg,C:/Users/condo/OneDrive/Documents/Engineers_for_Ukraine/flag_recognition_deepl/Flags/Russian_Flag\Russian_19.jpg,Russian_Flag,0
Russian_2.jpg,C:/Users/condo/OneDrive/Documents/Engineers_for_Ukraine/flag_recognition_deepl/Flags/Russian_Flag\Russian_2.jpg,Russian_Flag,0
Russian_20.jpg,C:/Users/condo/OneDrive/Documents/Engineers_for_Ukraine/flag_recognition_deepl/Flags/Russian_Flag\Russian_20.jpg,Russian_Flag,0
Russian_21.jpg,C:/Users/condo/OneDrive/Documents/Engineers_for_Ukraine/flag_recognition_deepl/Flags/Russian_Flag\Russian_21.jpg,Russian_Flag,0
Russian_22.jpg,C:/Users/condo/OneDrive/Documents/Engineers_for_Ukraine/flag_recognition_deepl/Flags/Russian_Flag\Russian_22.jpg,Russian_Flag,0
Russian_23.jpg,C:/Users/condo/OneDrive/Documents/Engineers_for_Ukraine/flag_recognition_deepl/Flags/Russian_Flag\Russian_23.jpg,Russian_Flag,0
Russian_24.jpg,C:/Users/condo/OneDrive/Documents/Engineers_for_Ukraine/flag_recognition_deepl/Flags/Russian_Flag\Russian_24.jpg,Russian_Flag,0
Russian_25.jpg,C:/Users/condo/OneDrive/Documents/Engineers_for_Ukraine/flag_recognition_deepl/Flags/Russian_Flag\Russian_25.jpg,Russian_Flag,0
Russian_26.jpg,C:/Users/condo/OneDrive/Documents/Engineers_for_Ukraine/flag_recognition_deepl/Flags/Russian_Flag\Russian_26.jpg,Russian_Flag,0
Russian_27.jpg,C:/Users/condo/OneDrive/Documents/Engineers_for_Ukraine/flag_recognition_deepl/Flags/Russian_Flag\Russian_27.jpg,Russian_Flag,0
Russian_28.jpg,C:/Users/condo/OneDrive/Documents/Engineers_for_Ukraine/flag_recognition_deepl/Flags/Russian_Flag\Russian_28.jpg,Russian_Flag,0
Russian_29.jpg,C:/Users/condo/OneDrive/Documents/Engineers_for_Ukraine/flag_recognition_deepl/Flags/Russian_Flag\Russian_29.jpg,Russian_Flag,0
Russian_3.jpg,C:/Users/condo/OneDrive/Documents/Engineers_for_Ukraine/flag_recognition_deepl/Flags/Russian_Flag\Russian_3.jpg,Russian_Flag,0
Russian_30.jpg,C:/Users/condo/OneDrive/Documents/Engineers_for_Ukraine/flag_recognition_deepl/Flags/Russian_Flag\Russian_30.jpg,Russian_Flag,0
Russian_31.jpg,C:/Users/condo/OneDrive/Documents/Engineers_for_Ukraine/flag_recognition_deepl/Flags/Russian_Flag\Russian_31.jpg,Russian_Flag,0
Russian_32.jpg,C:/Users/condo/OneDrive/Documents/Engineers_for_Ukraine/flag_recognition_deepl/Flags/Russian_Flag\Russian_32.jpg,Russian_Flag,0
Russian_33.jpg,C:/Users/condo/OneDrive/Documents/Engineers_for_Ukraine/flag_recognition_deepl/Flags/Russian_Flag\Russian_33.jpg,Russian_Flag,0
Russian_34.jpg,C:/Users/condo/OneDrive/Documents/Engineers_for_Ukraine/flag_recognition_deepl/Flags/Russian_Flag\Russian_34.jpg,Russian_Flag,0
Russian_35.jpg,C:/Users/condo/OneDrive/Documents/Engineers_for_Ukraine/flag_recognition_deepl/Flags/Russian_Flag\Russian_35.jpg,Russian_Flag,0
Russian_36.jpg,C:/Users/condo/OneDrive/Documents/Engineers_for_Ukraine/flag_recognition_deepl/Flags/Russian_Flag\Russian_36.jpg,Russian_Flag,0
Russian_37.jpg,C:/Users/condo/OneDrive/Documents/Engineers_for_Ukraine/flag_recognition_deepl/Flags/Russian_Flag\Russian_37.jpg,Russian_Flag,0
Russian_38.jpg,C:/Users/condo/OneDrive/Documents/Engineers_for_Ukraine/flag_recognition_deepl/Flags/Russian_Flag\Russian_38.jpg,Russian_Flag,0
Russian_39.jpg,C:/Users/condo/OneDrive/Documents/Engineers_for_Ukraine/flag_recognition_deepl/Flags/Russian_Flag\Russian_39.jpg,Russian_Flag,0
Russian_4.jpg,C:/Users/condo/OneDrive/Documents/Engineers_for_Ukraine/flag_recognition_deepl/Flags/Russian_Flag\Russian_4.jpg,Russian_Flag,0
Russian_40.jpg,C:/Users/condo/OneDrive/Documents/Engineers_for_Ukraine/flag_recognition_deepl/Flags/Russian_Flag\Russian_40.jpg,Russian_Flag,0
